"ID",Page,Sub Menu,Feature,Bobot,Test,Action,Step,Expected Result,Actual Result,Status,Progress,Remarks of Test
E-074,POS,Menu,,2.00%,[Menu Page Display] Verifikasi tampilan halaman Menu pada POS,,"Prerequisite: Buka halaman Menu pada POS

Steps:
- Periksa halaman Menu yang ditampilkan 
- Periksa daftar kategori menu pada bagian atas 
- Periksa daftar item menu pada halaman 
- Periksa layout menu pada layar","- Halaman Menu ditampilkan dengan normal 
- Kategori menu ditampilkan pada bagian atas 
- Item menu ditampilkan dalam bentuk grid 
- Tampilan menu rapi dan mudah dibaca",,NOT DONE,0,
E-075,POS,Menu,,2.00%,[Menu Category Display] Verifikasi tampilan kategori menu pada halaman Menu,,"Prerequisite: Buka halaman Menu pada POS

Steps:
- Periksa kategori menu seperti Breakfast Entrees Salads Sides 
- Periksa jumlah item yang ditampilkan pada setiap kategori 
- Periksa warna kategori pada menu","- Kategori menu ditampilkan dengan jelas 
- Jumlah item pada setiap kategori ditampilkan 
- Setiap kategori memiliki tampilan visual yang berbeda",,NOT DONE,0,
E-076,POS,Menu,,2.00%,[Menu Category Selection] Verifikasi pemilihan kategori menu,,"Prerequisite: Buka halaman Menu pada POS

Steps:
- Tekan salah satu kategori menu seperti Entrees 
- Periksa respons sistem setelah kategori dipilih 
- Periksa item yang ditampilkan pada halaman","- Sistem menampilkan item sesuai kategori yang dipilih 
- Kategori yang dipilih ditandai sebagai aktif 
- Navigasi kategori berjalan tanpa error",,NOT DONE,0,
E-077,POS,Menu,,2.00%,[Menu Item Display] Verifikasi tampilan item menu pada kategori,,"Prerequisite: Buka halaman Menu dan pilih kategori tertentu

Steps:
- Periksa daftar item menu pada kategori 
- Periksa nama item yang ditampilkan 
- Periksa harga item pada menu","- Nama item menu ditampilkan dengan jelas 
- Harga item ditampilkan pada setiap item 
- Item menu tersusun rapi dalam grid",,NOT DONE,0,
E-078,POS,Menu,,2.00%,[Menu Item Image Display] Verifikasi tampilan gambar pada item menu,,"Prerequisite: Buka halaman Menu pada POS

Steps:
- Periksa gambar pada item menu 
- Periksa kualitas gambar yang ditampilkan 
- Periksa posisi gambar pada item","- Gambar item ditampilkan dengan jelas 
- Gambar sesuai dengan nama item menu 
- Tampilan gambar tidak terdistorsi",,NOT DONE,0,
E-079,POS,Menu,,2.00%,[Sold Out Item Display] Verifikasi tampilan item yang sold out,,"Prerequisite: Buka halaman Menu pada POS

Steps:
- Periksa item yang memiliki label Sold out 
- Periksa tampilan visual item tersebut 
- Tekan item yang sold out","- Item sold out ditampilkan dengan label Sold out 
- Item sold out memiliki tampilan disabled 
- Item tidak dapat dipilih oleh user",,NOT DONE,0,
E-080,POS,Menu,,2.00%,[Discount Price Display] Verifikasi tampilan harga diskon pada item menu,,"Prerequisite: Buka halaman Menu pada POS

Steps:
- Periksa item yang memiliki harga promo 
- Periksa harga lama pada item 
- Periksa harga baru yang ditampilkan","- Harga lama ditampilkan dengan format coret 
- Harga promo ditampilkan dengan jelas 
- Informasi harga mudah dibaca oleh user",,NOT DONE,0,
E-081,POS,Menu,,2.00%,[Low Stock Indicator Display] Verifikasi tampilan indikator stok rendah pada item menu,,"Prerequisite: Buka halaman Menu pada POS

Steps:
- Periksa item yang memiliki label stok seperti 2 left 
- Periksa posisi label pada item menu 
- Periksa tampilan indikator stok tersebut","- Label stok rendah ditampilkan pada item 
- Informasi stok mudah dibaca 
- User dapat mengetahui jumlah stok tersisa",,NOT DONE,0,
E-082,POS,Menu,,2.00%,[Menu Scroll Function] Verifikasi fungsi scroll pada halaman Menu,,"Prerequisite: Buka halaman Menu pada POS

Steps:
- Scroll halaman menu secara vertikal 
- Periksa respons sistem saat scroll 
- Periksa item menu yang muncul saat scroll","- Halaman menu dapat di-scroll secara vertikal 
- Item menu tambahan muncul saat scroll 
- Tidak terjadi error saat melakukan scroll",,NOT DONE,0,
E-083,POS,Menu,,2.00%,[Open Active Order Button] Verifikasi fungsi tombol Open untuk membuka order aktif,,"Prerequisite: Buka halaman Menu dengan order yang sedang berlangsung

Steps:
- Periksa tombol Open pada bagian kanan bawah layar 
- Tekan tombol Open 
- Periksa respons sistem setelah tombol ditekan","- Sistem membuka halaman order yang sedang aktif 
- Informasi order ditampilkan dengan benar 
- Navigasi berjalan tanpa error",,NOT DONE,0,
E-084,POS,Menu,,2.00%,[Menu Type Modal Display] Verifikasi tampilan modal Menu Type pada halaman Menu,,"Prerequisite: Buka halaman Menu pada POS

Steps:
- Tekan ikon Menu Type pada bagian atas halaman 
- Periksa respons sistem setelah ikon ditekan 
- Periksa tampilan modal yang muncul","- Modal Menu Type ditampilkan pada layar 
- Daftar tipe menu ditampilkan pada modal 
- Tampilan modal jelas dan mudah dibaca",,NOT DONE,0,
E-085,POS,Menu,,2.00%,[Menu Type List Display] Verifikasi daftar tipe menu yang tersedia pada modal Menu Type,,"Prerequisite: Buka modal Menu Type pada halaman Menu

Steps:
- Periksa daftar tipe menu pada modal 
- Periksa nama tipe menu seperti Best Sellers Christmas Specials Breakfast Lunch 
- Periksa deskripsi pada setiap tipe menu","- Daftar tipe menu ditampilkan dengan lengkap 
- Nama tipe menu terlihat jelas 
- Deskripsi tipe menu ditampilkan jika tersedia",,NOT DONE,0,
E-086,POS,Menu,,2.00%,[Menu Type Selection] Verifikasi pemilihan tipe menu pada modal Menu Type,,"Prerequisite: Buka modal Menu Type pada halaman Menu

Steps:
- Tekan salah satu tipe menu seperti Breakfast 
- Periksa indikator pilihan pada tipe menu 
- Periksa respons sistem setelah tipe dipilih","- Tipe menu yang dipilih ditandai dengan indikator aktif 
- Sistem menyimpan tipe menu yang dipilih 
- Tidak terjadi error saat memilih tipe menu",,NOT DONE,0,
E-087,POS,Menu,,2.00%,[Menu Type Filter Result] Verifikasi item menu yang ditampilkan sesuai tipe menu yang dipilih,,"Prerequisite: Pilih salah satu tipe menu pada modal Menu Type

Steps:
- Pilih tipe menu seperti Breakfast 
- Tutup modal atau kembali ke halaman Menu 
- Periksa item menu yang ditampilkan","- Sistem menampilkan item sesuai tipe menu yang dipilih 
- Item yang tidak termasuk tipe tersebut tidak ditampilkan 
- Filter menu berjalan dengan benar",,NOT DONE,0,
E-088,POS,Menu,,2.00%,[Close Menu Type Modal] Verifikasi fungsi tombol close pada modal Menu Type,,"Prerequisite: Buka modal Menu Type pada halaman Menu

Steps:
- Tekan ikon Close (X) pada modal 
- Periksa respons sistem setelah tombol ditekan 
- Periksa tampilan halaman Menu","- Modal Menu Type tertutup 
- Sistem kembali ke halaman Menu 
- Tampilan menu tetap normal tanpa error",,NOT DONE,0,
E-089,POS,Menu,,2.00%,[Item Long Press Action Menu] Verifikasi action menu muncul saat item menu di long press,,"Prerequisite: Buka halaman Menu pada POS

Steps:
- Temukan salah satu item menu pada daftar menu 
- Tekan dan tahan (long press) pada item menu tersebut 
- Periksa respons sistem","- Sistem menampilkan action menu pada item yang dipilih 
- Action menu muncul di dekat item yang ditekan 
- Tidak terjadi error saat long press",,NOT DONE,0,
E-090,POS,Menu,,2.00%,[Action Menu Option Display] Verifikasi daftar opsi pada action menu item,,"Prerequisite: Buka action menu dengan melakukan long press pada item menu

Steps:
- Periksa opsi yang muncul pada action menu 
- Periksa opsi seperti Add to check Edit item Make item unavailable 
- Periksa tampilan dan ikon pada setiap opsi","- Semua opsi action menu ditampilkan dengan jelas 
- Teks opsi mudah dibaca 
- Ikon opsi sesuai dengan fungsi",,NOT DONE,0,
E-091,POS,Menu,,2.00%,[Add Item to Check Action] Verifikasi fungsi Add to check pada action menu,,"Prerequisite: Lakukan long press pada item menu untuk membuka action menu

Steps:
- Pilih opsi Add to check 
- Periksa respons sistem setelah opsi dipilih 
- Periksa perubahan pada order yang sedang berlangsung","- Item ditambahkan ke daftar order/check 
- Sistem menampilkan item pada order aktif 
- Tidak terjadi error saat menambahkan item",,NOT DONE,0,
E-092,POS,Menu,,2.00%,[Edit Item Action] Verifikasi fungsi Edit item pada action menu,,"Prerequisite: Lakukan long press pada item menu untuk membuka action menu

Steps:
- Pilih opsi Edit item 
- Periksa respons sistem setelah opsi dipilih 
- Periksa apakah halaman edit item terbuka","- Sistem membuka halaman atau dialog edit item 
- Informasi item dapat diedit oleh user 
- Tampilan edit item muncul dengan benar",,NOT DONE,0,
E-093,POS,Menu,,2.00%,[Make Item Unavailable Action] Verifikasi fungsi Make item unavailable pada action menu,,"Prerequisite: Lakukan long press pada item menu untuk membuka action menu

Steps:
- Pilih opsi Make item unavailable 
- Periksa respons sistem setelah opsi dipilih 
- Periksa perubahan status pada item menu","- Item berubah menjadi unavailable atau sold out 
- Item tidak dapat dipilih untuk order 
- Sistem menampilkan status unavailable dengan jelas",,NOT DONE,0,
E-094,POS,Menu,,2.00%,[Close Action Menu] Verifikasi action menu dapat ditutup tanpa memilih opsi,,"Prerequisite: Buka action menu dengan long press pada item menu

Steps:
- Klik area kosong di luar action menu 
- Periksa respons sistem setelah klik dilakukan","- Action menu tertutup 
- Sistem kembali ke tampilan menu normal 
- Tidak terjadi perubahan pada item",,NOT DONE,0,
E-095,POS,Menu,,2.00%,[Open Search Menu] Verifikasi fitur pencarian item pada halaman Menu,,"Prerequisite: Buka halaman Menu pada POS

Steps:
- Tekan ikon Search pada bagian atas halaman Menu 
- Periksa respon sistem setelah ikon ditekan","- Sistem menampilkan halaman pencarian item 
- Field pencarian aktif dan siap menerima input",,NOT DONE,0,
E-096,POS,Menu,,2.00%,[Search Field Input] Verifikasi user dapat mengetik keyword pada kolom pencarian item,,"Prerequisite: Buka halaman Search Menu

Steps:
- Tekan kolom pencarian 
- Ketik nama item misalnya Sandwich 
- Periksa respon sistem","- Teks yang diketik muncul pada kolom pencarian 
- Sistem mulai memproses pencarian item",,NOT DONE,0,
E-097,POS,Menu,,2.00%,[Display Search Result] Verifikasi hasil pencarian item ditampilkan sesuai keyword,,"Prerequisite: Ketik keyword pada kolom pencarian

Steps:
- Ketik keyword seperti Sandw 
- Periksa daftar item yang muncul pada hasil pencarian","- Sistem menampilkan daftar item yang sesuai keyword 
- Nama item dan harga ditampilkan dengan benar",,NOT DONE,0,
E-098,POS,Menu,,2.00%,[Search Result Information Display] Verifikasi informasi item pada hasil pencarian ditampilkan dengan benar,,"Prerequisite: Ketik keyword pada kolom pencarian

Steps:
- Periksa item pada daftar hasil pencarian 
- Periksa nama item harga status seperti sold out atau promo","- Nama item ditampilkan dengan jelas 
- Harga item ditampilkan dengan benar 
- Status item seperti sold out ditampilkan jika ada",,NOT DONE,0,
E-099,POS,Menu,,2.00%,[Select Item From Search Result] Verifikasi user dapat memilih item dari hasil pencarian,,"Prerequisite: Ketik keyword hingga hasil pencarian muncul

Steps:
- Pilih salah satu item dari daftar hasil pencarian 
- Periksa respon sistem setelah item dipilih","- Sistem membuka halaman customize item 
- Informasi item ditampilkan pada halaman customize",,NOT DONE,0,
E-100,POS,Menu,,2.00%,[Item Customize Display From Search] Verifikasi halaman customize item tampil dengan benar setelah item dipilih dari search,,"Prerequisite: Pilih salah satu item pada hasil pencarian

Steps:
- Periksa halaman customize item 
- Periksa pilihan seperti bun fillet cheese topping sauces","- Semua opsi customize item ditampilkan dengan benar 
- Opsi default ditandai dengan jelas",,NOT DONE,0,
E-101,POS,Menu,,2.00%,[Select Item Customization Option] Verifikasi user dapat memilih opsi customize pada item,,"Prerequisite: Buka halaman customize item

Steps:
- Pilih salah satu opsi misalnya Multigrain Bun atau Nashville Crispy Fillet 
- Periksa perubahan pada daftar default options","- Sistem menandai opsi yang dipilih 
- Default options diperbarui sesuai pilihan user",,NOT DONE,0,
E-102,POS,Menu,,2.00%,[Item Quantity Adjustment] Verifikasi user dapat mengubah jumlah item pada halaman customize,,"Prerequisite: Buka halaman customize item

Steps:
- Tekan tombol + untuk menambah jumlah item 
- Tekan tombol - untuk mengurangi jumlah item","- Jumlah item bertambah atau berkurang sesuai aksi user 
- Subtotal diperbarui secara otomatis",,NOT DONE,0,
E-103,POS,Menu,,2.00%,[Add Item To Check From Customize] Verifikasi item dapat ditambahkan ke order dari halaman customize,,"Prerequisite: Buka halaman customize item

Steps:
- Pilih opsi customize jika diperlukan 
- Tekan tombol Add to check 
- Periksa respon sistem","- Item berhasil ditambahkan ke order aktif 
- Sistem kembali ke halaman menu atau order",,NOT DONE,0,
E-104,POS,Menu,,2.00%,[Open Item Customization Page] Verifikasi halaman customization item terbuka saat item dipilih,,"Prerequisite: Buka halaman Menu pada POS

Steps:
- Pilih salah satu item menu misalnya Spicy Chicken Sandwich 
- Periksa respon sistem","- Sistem menampilkan halaman customization item 
- Nama item dan harga ditampilkan dengan benar",,NOT DONE,0,
E-105,POS,Menu,,2.00%,[Display Default Options] Verifikasi default options pada item ditampilkan dengan benar,,"Prerequisite: Buka halaman customization item

Steps:
- Periksa bagian Default options 
- Periksa opsi seperti bun fillet cheese","- Semua default options ditampilkan dengan jelas 
- Opsi default ditandai sebagai Default",,NOT DONE,0,
E-106,POS,Menu,,2.00%,[Change Default Option] Verifikasi user dapat mengganti opsi default pada item,,"Prerequisite: Buka halaman customization item

Steps:
- Pilih opsi lain pada kategori yang sama misalnya Multigrain Bun 
- Periksa perubahan pada daftar default options","- Opsi yang dipilih ditandai sebagai selected 
- Default options diperbarui sesuai pilihan",,NOT DONE,0,
E-107,POS,Menu,,2.00%,[Display Premium Toppings] Verifikasi daftar premium toppings ditampilkan dengan benar,,"Prerequisite: Buka halaman customization item

Steps:
- Pilih kategori Premium toppings 
- Periksa daftar topping yang tersedia","- Semua topping ditampilkan dengan nama dan harga 
- Opsi dapat dipilih oleh user",,NOT DONE,0,
E-108,POS,Menu,,2.00%,[Select Premium Topping] Verifikasi user dapat menambahkan premium topping pada item,,"Prerequisite: Buka halaman customization item

Steps:
- Pilih salah satu topping misalnya Add Bacon Strips 
- Periksa perubahan pada daftar item yang dipilih","- Topping ditambahkan ke daftar pilihan 
- Harga topping ditambahkan ke subtotal",,NOT DONE,0,
E-109,POS,Menu,,2.00%,[Select Multiple Premium Toppings] Verifikasi user dapat memilih lebih dari satu premium topping,,"Prerequisite: Buka halaman customization item

Steps:
- Pilih beberapa topping misalnya Add Bacon Strips Add Avocado Add Jalapeños 
- Periksa perubahan subtotal","- Semua topping yang dipilih ditampilkan pada ringkasan item 
- Subtotal diperbarui sesuai jumlah topping",,NOT DONE,0,
E-110,POS,Menu,,2.00%,[Remove Selected Topping] Verifikasi user dapat menghapus topping yang telah dipilih,,"Prerequisite: Buka halaman customization item dengan topping yang sudah dipilih

Steps:
- Tekan ikon remove pada topping yang dipilih 
- Periksa perubahan pada ringkasan item","- Topping dihapus dari daftar pilihan 
- Subtotal diperbarui",,NOT DONE,0,
E-111,POS,Menu,,2.00%,[Subtotal Calculation Update] Verifikasi subtotal berubah sesuai pilihan customization,,"Prerequisite: Buka halaman customization item

Steps:
- Pilih beberapa opsi default atau premium topping 
- Periksa nilai subtotal",- Subtotal berubah secara otomatis sesuai harga opsi yang dipilih,,NOT DONE,0,
E-112,POS,Menu,,2.00%,[Item Quantity Adjustment In Customization] Verifikasi perubahan jumlah item pada halaman customization,,"Prerequisite: Buka halaman customization item

Steps:
- Tekan tombol + untuk menambah jumlah item 
- Tekan tombol - untuk mengurangi jumlah item","- Jumlah item berubah sesuai aksi user 
- Subtotal diperbarui otomatis",,NOT DONE,0,
E-113,POS,Menu,,2.00%,[Add Customized Item To Check] Verifikasi item yang telah dikustomisasi dapat ditambahkan ke order,,"Prerequisite: Buka halaman customization item

Steps:
- Pilih beberapa opsi customization 
- Tekan tombol Add to check 
- Periksa respon sistem","- Item dengan konfigurasi customization ditambahkan ke order aktif 
- Sistem kembali ke halaman menu atau order",,NOT DONE,0,
E-114,POS,Menu,,2.00%,[Open Combo Item Customization] Verifikasi halaman customization combo item terbuka saat item combo dipilih,,"Prerequisite: Buka halaman Menu pada POS

Steps:
- Pilih salah satu item combo misalnya Combo Chicken Sandwich 
- Periksa respon sistem","- Sistem menampilkan halaman customization combo item 
- Nama combo dan harga ditampilkan dengan benar",,NOT DONE,0,
E-115,POS,Menu,,2.00%,[Display Combo Item Structure] Verifikasi struktur pilihan pada combo item ditampilkan dengan benar,,"Prerequisite: Buka halaman customization combo item

Steps:
- Periksa daftar kategori pada panel kanan seperti Sandwich Beverages Sides No's Notes Order type","- Semua kategori combo ditampilkan dengan jelas 
- Kategori yang wajib ditandai dengan label Required",,NOT DONE,0,
